arrestee_id,incident_id,arrestee_seq_num,arrest_num,arrest_date,arrest_type_id,multiple_indicator,offense_type_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_code,under_18_disposition_code,clearance_ind,ff_line_number,age_range_low_num,age_range_high_num
24271474,83899109,1,640597,2015-10-23 00:00:00,2,C,49,5,21,M,1,2,R,,,,21,0
25165768,86538528,1,624924,2015-10-01 00:00:00,2,C,51,5,25,F,1,2,R,,,,25,0
25165769,86538528,2,627347,2015-10-01 00:00:00,2,C,5,5,37,M,1,2,R,,,,37,0
25006090,86043576,1,630841,2015-10-09 00:00:00,3,C,51,5,22,M,2,2,R,,,,22,0
25165830,86538721,1,629944,2015-10-30 00:00:00,1,C,14,5,37,M,1,2,R,,,,37,0
25165444,86538782,1,632032,2015-10-12 00:00:00,2,C,5,5,20,M,2,3,U,,,,20,0
25005254,86042245,1,686877,2015-12-29 00:00:00,2,C,5,5,18,M,1,2,R,,,,18,0
25163267,86529738,1,681724,2015-12-22 00:00:00,1,C,29,5,49,M,1,2,R,,,,49,0
25005252,86042855,1,676498,2015-12-14 00:00:00,2,C,51,5,22,M,1,2,R,,,,22,0
24271350,83898669,1,639369,2015-10-21 00:00:00,2,C,51,5,47,M,1,3,R,,,,47,0
25164773,86532486,1,633026,2015-10-12 00:00:00,2,C,10,5,21,M,1,2,R,,,,21,0
25164102,86533522,1,636643,2015-10-18 00:00:00,3,C,51,5,24,M,1,2,R,,,,24,0
24535998,84665313,1,491629,2015-04-01 00:00:00,2,C,45,5,21,M,1,2,R,,,,21,0
25163095,86528820,1,497756,2015-04-11 00:00:00,2,C,51,5,47,M,1,2,R,,,,47,0
24401313,84276838,1,502895,2015-04-17 00:00:00,3,C,51,5,17,M,1,2,R,H,,,17,0
25163122,86528285,1,507482,2015-04-28 00:00:00,2,C,5,5,40,F,1,2,R,,,,40,0
25162414,86528278,1,509015,2015-04-27 00:00:00,1,C,51,5,27,M,1,2,R,,,,27,0
25163096,86528182,1,501632,2015-04-16 00:00:00,2,C,51,5,41,M,1,2,R,,,,41,0
24536058,84665479,1,656944,2015-12-02 00:00:00,2,N,44,5,22,F,1,2,R,,,,22,0
24536839,84665681,1,662129,2015-11-23 00:00:00,2,C,49,5,16,M,1,2,R,H,,,16,0
24536050,84665467,1,647652,2015-11-02 00:00:00,3,C,48,5,27,M,1,2,R,,,,27,0
24400592,84276992,1,653160,2015-11-09 00:00:00,3,C,51,5,31,M,1,2,R,,,,31,0
25164037,86532279,1,649269,2015-11-04 00:00:00,2,N,5,5,28,M,1,2,R,,,,28,0
25164015,86532210,1,652733,2015-11-09 00:00:00,2,N,14,5,34,M,1,2,R,,,,34,0
25164698,86532978,1,655578,2015-11-13 00:00:00,2,C,23,5,28,F,1,2,R,,,,28,0
25006022,86043045,1,647549,2015-11-02 00:00:00,2,C,44,5,31,M,1,2,R,,,,31,0
24536788,84665528,1,524459,2015-05-18 00:00:00,3,C,45,5,44,M,1,2,R,,,,44,0
25163592,86532620,1,519928,2015-05-12 00:00:00,3,C,16,5,30,F,1,2,R,,,,30,0
25163596,86531880,1,529262,2015-05-23 00:00:00,2,M,10,5,52,F,1,3,R,,,,52,0
25163934,86531914,1,535209,2015-05-31 00:00:00,2,C,16,5,29,M,1,2,R,,,,29,0
25163950,86531976,1,527554,2015-05-22 00:00:00,2,C,51,5,21,M,1,2,R,,,,21,0
24115333,83457497,1,435121,2015-01-01 00:00:00,2,C,45,5,20,M,1,1,R,,,,20,0
24536786,84665311,1,441352,2016-02-23 00:00:00,2,C,23,5,42,F,1,2,R,,,,42,0
24536776,84665295,1,447127,2015-01-21 00:00:00,2,C,45,5,20,F,1,2,R,,,,20,0
25163319,86530669,1,446832,2015-01-21 00:00:00,1,N,51,5,19,M,1,2,R,,,,19,0
25163645,86530682,1,435063,2015-01-01 00:00:00,2,C,45,5,33,F,1,3,R,,,,33,0
24535995,84665294,1,460862,2015-02-20 00:00:00,2,C,41,5,23,F,1,2,R,,,,23,0
24116088,83458068,1,458662,2015-02-08 00:00:00,2,C,16,5,18,M,1,2,R,,,,18,0
25162614,86530556,1,462298,2015-02-14 00:00:00,2,C,48,5,29,M,1,3,R,,,,29,0
24116098,83458086,1,461180,2015-02-12 00:00:00,2,C,10,5,43,M,1,2,R,,,,43,0
24536773,84665284,1,490048,2015-05-05 00:00:00,2,C,16,5,77,M,1,3,R,,,,77,0
24116109,83458099,1,484696,2015-03-22 00:00:00,2,C,27,5,25,F,1,3,R,,,,25,0
25163868,86531414,1,481084,2015-03-16 00:00:00,3,C,51,5,31,F,1,3,R,,,,31,0
25163527,86531393,1,486190,2015-03-29 00:00:00,2,C,51,5,41,M,1,2,R,,,,41,0
25163878,86531681,2,481972,2015-03-17 00:00:00,3,C,40,5,29,F,1,2,R,,,,29,0
25163877,86531681,1,480609,2015-03-17 00:00:00,3,C,40,5,30,M,1,2,R,,,,30,0
